Winery,Wine,year,vintage_rating,vintage_rating_count,wine_rating_count,wine_rating,region,price,cepages,latitude,longitude
Château Montus,Cuvée Prestige Madiran 2019,2019.0,4.0,35,4334,4.1,madiran,74.9,cabernet-sauvignon,43.57614716328285,-0.0464244720320663
Château Pesquie,Ventoux Ascensio 2017,2017.0,4.3,57,221,4.2,cotes-du-ventoux,74.95,shiraz-syrah,44.16345252055222,5.249286775822527
Domaines Ott,Château Romassan Rouge 2019,2019.0,4.1,162,3099,4.1,bandol,74.95,shiraz-syrah,43.1349,5.738
Joliet Père & Fils,Fixin 1er Cru 'Clos de la Perrière' Monopole Rouge 2022,2022.0,4.1,1417,1417,4.1,fixin-clos-de-la-perriere,75.0,pinot-noir,47.2482,4.9698
Domaine Gallety,La Syrare 2018,2018.0,4.4,40,950,4.3,cotes-du-vivarais,75.0,shiraz-syrah,44.38333,4.5
Domaine de la Bégude,La Brulade Bandol 2018,2018.0,4.0,33,437,4.1,bandol,75.0,shiraz-syrah,43.1349,5.738
Pierre Gaillard,Côte-Rôtie Esprit de Blonde 2020,2020.0,4.1,33,385,4.2,cote-rotie,75.0,shiraz-syrah,45.48118,4.799330000000024
Clos du Marquis,Saint-Julien 2011,2011.0,4.0,504,23584,4.2,saint-julien,75.0,cabernet-sauvignon,45.15179999999986,-0.747
Albert Mann,Clos de la Faille Pinot Noir 2022,2022.0,4.1,34,1331,4.2,alsace,75.0,pinot-noir,48.232880000000016,7.249900000000013
Domaine Mayard,Châteauneuf-du-pape 2022,2022.0,4.2,187,459,4.3,chateauneuf-du-pape,75.0,shiraz-syrah,44.06311935537927,4.831217811470261
Roc d'Anglade,Rouge 2015,2015.0,3.9,237,2883,4.0,gard,75.0,shiraz-syrah,43.83333000000002,4.416669999999998
Clos Marie,Metairies du Clos Vieilles Vignes Pic Saint Loup 2013,2013.0,3.9,94,1037,3.9,pic-saint-loup,75.0,shiraz-syrah,43.8000000000001,3.850000000000008
Domaine Parigot,Pommard 1er Cru 'Les Charmots' 2020,2020.0,4.2,377,377,4.2,les-charmots,75.0,pinot-noir,46.95100000000001,4.789000000000001
Bouchard Père & Fils,Pommard Premier Cru Rugiens 2017,2017.0,4.2,306,306,4.2,pommard-premier-cru,75.0,pinot-noir,46.95422527651918,4.792666776908167
Domaine La Barroche,Châteauneuf-du-Pape 2012,2012.0,4.1,378,5280,4.2,chateauneuf-du-pape,75.0,shiraz-syrah,44.06311935537927,4.831217811470261
Château Léoville Poyferré,Château Moulin Riche Saint-Julien 2017,2017.0,4.2,444,8590,4.1,saint-julien,75.0,cabernet-sauvignon,45.15179999999986,-0.747
Domaine des Croix,Savigny Lès Beaune Les Peuillets 1er Cru 2022,2022.0,4.1,274,274,4.1,savigny-les-beaune-premier-cru,75.0,pinot-noir,47.05630000000001,4.8243
Gramenon,Contre Couleur 2017,2017.0,4.1,28,136,3.9,cotes-du-rhone,75.0,shiraz-syrah,44.26497540596176,4.645266570551067
Gérard Bertrand,Coteaux Du Languedoc La Clape L'Hospitalitas 2020,2020.0,4.4,139,1660,4.3,languedoc-la-clape,75.0,shiraz-syrah,43.15000000000002,3.0999999999999983
Valentin Zusslin,Harmonie Pinot Noir 'Bollenberg' 2014,2014.0,3.8,56,397,4.0,alsace,75.0,pinot-noir,48.232880000000016,7.249900000000013
Château Montus,Madiran 2016,2016.0,4.0,1252,17815,4.0,madiran,75.0,cabernet-sauvignon,43.57614716328285,-0.0464244720320663
Jean Javillier & Fils,Volnay Clos des Chênes Premier Cru 2019,2019.0,4.0,225,225,4.0,volnay-clos-des-chenes,75.0,pinot-noir,46.9428,4.766
Albert Mann,Clos de la Faille Pinot Noir 2023,2023.0,4.2,1331,1331,4.2,alsace,75.0,pinot-noir,48.232880000000016,7.249900000000013
Domaine de Villeneuve,Diamant Rouge 2016,2016.0,4.6,59,59,4.6,pic-saint-loup,75.0,shiraz-syrah,43.8000000000001,3.850000000000008
Pierre Boisson,Auxey-Duresses Premier Cru 2017,2017.0,4.2,58,660,4.1,auxey-duresses-premier-cru,75.0,pinot-noir,46.95735000000001,4.76283
Domaine Ostertag,Fronholz Pinot Noir 2018,2018.0,3.8,83,459,3.9,alsace,75.0,pinot-noir,48.232880000000016,7.249900000000013
Le Clos Saint-Vincent,Vino di Gio Rouge 2020,2020.0,4.1,206,206,4.1,bellet,75.0,shiraz-syrah,43.7234,7.190900000000001
Pierre Boisson,Monthélie 2014,2014.0,4.1,56,378,4.0,monthelie,75.0,pinot-noir,46.978904120778786,4.768373311775671
Domaine Stephane Magnien,Cuvée Aux Petites Noix Morey-Saint-Denis Premier Cru 2021,2021.0,4.0,398,398,4.0,morey-saint-denis-premier-cru,75.0,pinot-noir,47.205,4.950999999999997
Domaine du Coulet - Matthieu Barret,Billes Noires Cornas 2020,2020.0,4.2,1333,1333,4.2,cornas,75.0,shiraz-syrah,44.94340000000008,4.846699999999999
Edouard Delaunay,Vieilles Vignes Gevrey-Chambertin 'Le Village' 2020,2020.0,4.4,41,188,4.3,gevrey-chambertin,75.0,pinot-noir,47.224218213063054,4.969401593758258
Château Léoville Las Cases,Le Petit Lion Saint-Julien 2016,2016.0,4.2,407,4736,4.1,saint-julien,75.0,cabernet-sauvignon,45.15179999999986,-0.747
Vieux Château Certan,La Gravette de Certan Pomerol 2017,2017.0,4.1,235,3617,4.2,pomerol,75.0,cabernet-sauvignon,44.9333645153018,-0.2052116998028527
Château Beau-Sejour Becot,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,2012.0,4.3,1007,14304,4.2,st-emilion-grand-cru,75.0,cabernet-sauvignon,44.924,0.1555
Domaine Chantal Lescure,Pommard 1er Cru 'Les Bertins' 2020,2020.0,4.2,1265,1265,4.2,les-bertins,75.0,pinot-noir,46.9511,4.7899
Jean-Luc & Eric Burguet,Mes Favorites Vieilles Vignes Gevrey-Chambertin 2022,2022.0,4.3,38,3747,4.2,gevrey-chambertin,75.0,pinot-noir,47.224218213063054,4.969401593758258
Château Maucoil,l'Esprit de Maucoil Châteauneuf-du-Pape 2020,2020.0,4.5,349,349,4.5,chateauneuf-du-pape,75.0,shiraz-syrah,44.06311935537927,4.831217811470261
Domaine Dubreuil-Fontaine,Pommard Premier Cru 'Epenots' 2021,2021.0,4.1,253,253,4.1,pommard-premier-cru,75.0,pinot-noir,46.95422527651918,4.792666776908167
Michel Bouzereau,Beaune 1er Cru 'Les Vignes Franches' 2022,2022.0,4.2,164,164,4.2,beaune-les-vignes-franches,75.0,pinot-noir,47.01711999999999,4.83712
Edouard Delaunay,Beaune Premier Cru 'Les Grèves' 2021,2021.0,4.1,252,252,4.1,beaune-les-greves,75.0,pinot-noir,47.0258,4.844099999999999
Domaine Bruno Clair,Savigny-lès-Beaune 1er Cru 'La Dominode' 2017,2017.0,4.4,115,1416,4.1,savigny-les-beaune-la-dominode,75.17,pinot-noir,47.0593,4.822699999999999
Roy,Auxey-Duresses 1er Cru 'Les Duresses' 2020,2020.0,3.9,359,359,3.9,auxey-duresses-les-duresses,75.4,pinot-noir,46.9578,4.7635
Dominique Derain,Mercurey 'La Plante Chassey' 2021,2021.0,4.0,640,640,4.0,mercurey,75.51,pinot-noir,46.83006118750019,4.738212775152298
Jean-Luc Colombo,Côte-Rôtie La Divine 2021,2021.0,4.0,976,976,4.0,cote-rotie,75.52,shiraz-syrah,45.48118,4.799330000000024
Château Angelus,Le Carillon d’Angélus Saint-Émilion Grand Cru 2024,2024.0,4.3,5045,5045,4.3,st-emilion-grand-cru,75.6,cabernet-sauvignon,44.924,0.1555
Domaine de la Vougeraie,Pommard Les Petits Noizons 2019,2019.0,4.3,63,980,4.3,pommard,75.7,pinot-noir,46.96660348942171,4.793099273975613
Henri Rebourseau,Gevrey-Chambertin 2017,2017.0,4.2,97,1760,4.1,gevrey-chambertin,75.83,pinot-noir,47.224218213063054,4.969401593758258
Clos Frantin,Les Murots Gevrey-Chambertin 2022,2022.0,4.0,1132,1132,4.0,gevrey-chambertin,75.84,pinot-noir,47.224218213063054,4.969401593758258
Jean-Luc Colombo,Syrah Cornas Terres Brûlées 2018,2018.0,4.2,191,3531,4.1,cornas,75.97,shiraz-syrah,44.94340000000008,4.846699999999999
Château Sociando-Mallet,Haut-Médoc 2019,2019.0,4.1,251,33491,4.1,haut-medoc,75.98,cabernet-sauvignon,45.19999999999997,-0.7666700000000025
Domaine Tempier,Bandol Cuvée La Migoua 2022,2022.0,4.3,2815,2815,4.3,bandol,76.0,shiraz-syrah,43.1349,5.738
Parent,Ladoix Premier Cru de 'La Corvée' 2022,2022.0,4.1,436,436,4.1,ladoix-la-corvee,76.0,pinot-noir,47.0609,4.86092
Domaine Tempier,Bandol Cuvée La Tourtine 2022,2022.0,4.3,2864,2864,4.3,bandol,76.0,shiraz-syrah,43.1349,5.738
Chandon de Briailles,Les Lavières Savigny-lès-Beaune 1er Cru 2018,2018.0,4.2,135,1517,4.1,savigny-les-beaune-les-lavieres,76.0,pinot-noir,47.059,4.82496
Domaine du Tunnel,Vin Noir Cornas 2022,2022.0,4.2,731,731,4.2,cornas,76.0,shiraz-syrah,44.94340000000008,4.846699999999999
Petit-Figeac,Saint-Émilion 2021,2021.0,4.1,59,6226,4.2,saint-emilion,76.0,cabernet-sauvignon,44.90000000000005,-0.1500000000000002
Domaine MIA,Mercurey Premier Cru 'Les Vasées' 2020,2020.0,4.2,92,208,4.2,mercurey-les-vasees,76.13,pinot-noir,46.8268,4.746
Bruno Colin,Maranges Premier Cru 'La Fussière' 2022,2022.0,4.1,453,453,4.1,maranges-la-fussiere,76.17,pinot-noir,46.88799999999999,4.6803
Dominique Lafon,Beaune 1er Cru 'Les Épenottes' 2022,2022.0,4.1,267,267,4.1,beaune-les-epenotes,76.17,pinot-noir,47.0156,4.837600000000001
Domaine Roger Belland,Volnay-Santenots Premier Cru 2021,2021.0,4.0,224,224,4.0,volnay-santenots,76.17,pinot-noir,46.94087000000001,4.77358
Dominique Derain,Mercurey 'La Plante Chassey' 2015,2015.0,4.1,67,640,4.0,mercurey,76.18,pinot-noir,46.83006118750019,4.738212775152298
Pierre Labet - François Labet,Beaune Coucherias 1er Cru 2019,2019.0,4.1,711,711,4.1,beaune-aux-coucherias,76.2,pinot-noir,47.0152,4.8398
Château Pichon Longueville Comtesse de Lalande,Réserve (de la Comtesse) Pauillac 2010,2010.0,4.1,2229,25685,4.1,pauillac,76.2,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Domaine Arnoux Père & Fils,Savigny 1er Cru Les Peuillets 2022,2022.0,4.2,157,157,4.2,savigny-les-beaune-les-peuillets,76.34,pinot-noir,47.0541,4.8313
Domaine Arnoux Père & Fils,Savigny-Lès-Beaune 1er Cru les Guettes 2022,2022.0,4.1,158,158,4.1,savigny-les-beaune-aux-guettes,76.34,pinot-noir,47.05721,4.828119999999999
Domaine Arnoux Père & Fils,Savigny-Lès-Beaune 1er Cru les Guettes 2023,2023.0,4.1,158,158,4.1,savigny-les-beaune-aux-guettes,76.34,pinot-noir,47.05721,4.828119999999999
Domaine Chantal Lescure,Pommard 'Les Vignots' 2019,2019.0,4.3,87,844,4.2,pommard,76.35,pinot-noir,46.96660348942171,4.793099273975613
Jean-Jacques Confuron,Côte de Nuits-Villages 'Les Vignottes' 2019,2019.0,4.1,51,1351,4.0,cote-de-nuits,76.45,pinot-noir,47.14999999999999,4.95
Georges Lignier et Fils,Gevrey-Chambertin Premier Cru 'Les Combottes' 2014,2014.0,4.2,85,680,4.2,gevrey-chambertin-aux-combottes,76.46,pinot-noir,47.2115,4.951700000000001
Domaine Jean Vaudoisey,Volnay 1er Cru 'Les Mitans' 2022,2022.0,4.0,66,66,4.0,volnay-les-mitans,76.48,pinot-noir,46.9441,4.7641
Patrick et Christophe Bonnefond,Colline de Couzou Côte-Rôtie 2022,2022.0,4.1,80,1740,4.0,cote-rotie,76.48,shiraz-syrah,45.48118,4.799330000000024
Domaine Fabien Coche (Domaine Coche-Bizouard),Pommard 1er Cru 'La Platière' 2022,2022.0,4.2,251,251,4.2,la-platiere,76.5,pinot-noir,46.95,4.75
Château Pichon Longueville Comtesse de Lalande,Réserve (de la Comtesse) Pauillac 2016,2016.0,4.2,1597,25685,4.1,pauillac,76.5,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Achillée,Pinot Noir Granite 2021,2021.0,4.0,155,155,4.0,alsace,76.62,pinot-noir,48.232880000000016,7.249900000000013
J.M. Boillot,Volnay 1er Cru Le Ronceret 2018,2018.0,4.1,288,288,4.1,volnay-premier-cru,76.7,pinot-noir,46.94419999999997,4.765800000000004
Château Lagrange,Cadillac Côtes de Bordeaux Rouge 2016,2016.0,3.5,281,281,3.5,cadillac-cotes-de-bordeaux,76.7,cabernet-sauvignon,44.63333,-0.2666700000000001
Château Giscours,Château Giscours (Grand Cru Classé) 2016,2016.0,4.3,2657,52969,4.3,margaux,76.7,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
J.M. Boillot,Volnay-Pitures 1er Cru 2018,2018.0,4.2,27,379,4.2,volnay-premier-cru,76.7,pinot-noir,46.94419999999997,4.765800000000004
Vieux Château Certan,La Gravette de Certan Pomerol 2019,2019.0,4.2,99,3617,4.2,pomerol,76.72,cabernet-sauvignon,44.9333645153018,-0.2052116998028527
Vieux Château Certan,La Gravette de Certan Pomerol 2022,2022.0,4.2,3617,3617,4.2,pomerol,76.72,cabernet-sauvignon,44.9333645153018,-0.2052116998028527
Vincent & Sophie Morey,Maranges 1er Cru 'La Fussière' 2022,2022.0,3.9,303,303,3.9,maranges-la-fussiere,76.86,pinot-noir,46.88799999999999,4.6803
Vieux Château Certan,La Gravette de Certan Pomerol 2021,2021.0,4.2,3617,3617,4.2,pomerol,76.87,cabernet-sauvignon,44.9333645153018,-0.2052116998028527
Pierre Usseglio,Châteauneuf-du-Pape Cuvée de mon Aïeul 2020,2020.0,4.4,35,3504,4.3,chateauneuf-du-pape,77.0,shiraz-syrah,44.06311935537927,4.831217811470261
Domaine du Tunnel,Vin Noir Cornas 2021,2021.0,4.1,26,731,4.2,cornas,77.0,shiraz-syrah,44.94340000000008,4.846699999999999
Domaine Pierre Amiot et Fils,Gevrey-Chambertin 1er Cru 'Les Combottes' 2018,2018.0,4.2,39,558,4.1,gevrey-chambertin-aux-combottes,77.0,pinot-noir,47.2115,4.951700000000001
Château Rauzan-Ségla,Ségla Margaux 2019,2019.0,4.3,83,16510,4.2,margaux,77.0,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
Ardhuy,Volnay Premier Cru 'Fremiets' 2020,2020.0,4.2,36,36,4.2,volnay-fremiets,77.04,pinot-noir,46.9438,4.7643
Amiot Guy,Beaune Longbois 2022,2022.0,4.0,84,84,4.0,beaune,77.05,pinot-noir,47.02599999999998,4.841399999999999
Capuano-Ferreri,Santenay 2022,2022.0,3.9,41,179,4.1,santenay,77.1,pinot-noir,46.91470624472586,4.696211376851372
Lucien Muzard & Fils,Santenay 1er Cru 'Maladière' 2021,2021.0,4.1,36,1316,4.1,santenay-la-maladiere,77.16,pinot-noir,46.9146,4.6992
Charles Joguet,Les Charmes Chinon 2018,2018.0,3.9,29,602,3.8,chinon,77.5,cabernet-franc,47.16667,0.2333299999999997
Alain Jaume,Domaine Grand Veneur Châteauneuf-Du-Pape Vieilles Vignes 2019,2019.0,4.4,39,1022,4.3,chateauneuf-du-pape,77.5,shiraz-syrah,44.06311935537927,4.831217811470261
Alain Jaume,Domaine Grand Veneur Châteauneuf-Du-Pape Vieilles Vignes 2018,2018.0,4.3,1022,1022,4.3,chateauneuf-du-pape,77.5,shiraz-syrah,44.06311935537927,4.831217811470261
Château de Nalys,Châteauneuf-du-Pape Rouge 2018,2018.0,4.4,389,6961,4.1,chateauneuf-du-pape,77.6,shiraz-syrah,44.06311935537927,4.831217811470261
Harmand-Geoffroy,Gevrey-Chambertin 1er Cru 'Clos Prieur' 2018,2018.0,4.2,290,290,4.2,gevrey-chambertin-clos-prieur,77.7,pinot-noir,47.2267,4.956699999999999
Domaine Edmond Cornu & Fils,Aloxe-Corton 1er Cru 'Les Valozières' 2022,2022.0,4.1,210,210,4.1,aloxe-corton-les-valozieres,77.75,pinot-noir,47.0581,4.862
Xavier Monnot,Beaune 1er Cru 'Les Toussaints' 2018,2018.0,4.1,39,336,4.1,beaune-les-toussaints,77.82,pinot-noir,47.0145,4.837
Xavier Monnot,Beaune 1er Cru 'Les Cent Vignes' 2020,2020.0,4.1,150,150,4.1,beaune-les-cent-vignes,77.82,pinot-noir,47.0216,4.842300000000001
Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves) 2020,2020.0,4.2,471,29199,4.2,pessac-leognan,77.86,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
Domaine de la Janasse,Châteauneuf-du-Pape Vieilles Vignes 2020,2020.0,4.2,211,7390,4.3,chateauneuf-du-pape,77.9,shiraz-syrah,44.06311935537927,4.831217811470261
Jean-Luc Colombo,Syrah Cornas Les Ruchets 2016,2016.0,4.2,91,2021,4.2,cornas,78.0,shiraz-syrah,44.94340000000008,4.846699999999999
Patrice Rion,Aux Barrieres Nuits-Saint-Georges 2022,2022.0,4.1,42,42,4.1,nuits-saint-georges,78.0,pinot-noir,47.136199999999945,4.948300000000004
Domaine de la Vieille Julienne,Les Hauts-Lieux Châteauneuf-du-Pape 2019,2019.0,4.2,33,736,4.2,chateauneuf-du-pape,78.0,shiraz-syrah,44.06311935537927,4.831217811470261
Anne Marie et Marc Tempé,AmZelle Pinot Noir 2020,2020.0,4.0,56,56,4.0,alsace,78.0,pinot-noir,48.232880000000016,7.249900000000013
Château Haut Breton Larigaudière,Margaux 2017,2017.0,4.1,4137,4137,4.1,margaux,78.0,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
Bonserine,Côte-Rôtie 'La Viallière' 2020,2020.0,4.3,52,1258,4.2,cote-rotie,78.0,shiraz-syrah,45.48118,4.799330000000024
Géantet-Pansiot,Gevrey-Chambertin Vieilles Vignes 2022,2022.0,4.1,3649,3649,4.1,gevrey-chambertin,78.0,pinot-noir,47.224218213063054,4.969401593758258
Jean-Michel Gerin,La Viallière Côte-Rôtie 2022,2022.0,4.3,1498,1498,4.3,cote-rotie,78.0,shiraz-syrah,45.48118,4.799330000000024
Hubert Lamy,Vieilles Vignes Saint-Aubin 1er Cru 'Derrière Chez Edouard' Rouge 2022,2022.0,4.1,949,949,4.1,saint-aubin-derriere-chez-edouard,78.0,pinot-noir,46.93449999999999,4.7446
Château Grand Mayne,Filia de Grand Mayne Saint-Émilion Grand Cru 2015,2015.0,4.2,124,1200,4.0,st-emilion-grand-cru,78.0,cabernet-sauvignon,44.924,0.1555
Domaine Jamet,Fructus Voluptas Côte-Rôtie 2023,2023.0,4.2,1029,1029,4.2,cote-rotie,78.0,shiraz-syrah,45.48118,4.799330000000024
Hubert Lamy,La Goujonne Vieilles Vignes Chassagne-Montrachet 2022,2022.0,4.2,1340,1340,4.2,chassagne-montrachet,78.0,pinot-noir,46.933598505912904,4.746081769736439
Domaine Nicolas Rossignol,Savigny-les-Beaune 2020,2020.0,4.1,862,862,4.1,savigny-les-beaune,78.0,pinot-noir,47.05789999999997,4.815400000000005
Gayda,Chemin de Moscou Reflet 2020,2020.0,4.0,48,48,4.0,vin-de-pays-doc,78.0,shiraz-syrah,43.61193999999985,3.8772200000000017
Château Belgrave,Haut-Médoc (Grand Cru Classé) 2021,2021.0,4.0,66,18663,4.0,haut-medoc,78.08,cabernet-sauvignon,45.19999999999997,-0.7666700000000025
Joseph Mellot,Le Connétable Sancerre 2010,2010.0,3.8,324,324,3.8,sancerre,78.08,cabernet-franc,47.31909999999999,2.8297599999999967
Clos du Marquis,Saint-Julien 2016,2016.0,4.3,668,23584,4.2,saint-julien,78.43,cabernet-sauvignon,45.15179999999986,-0.747
Château Beau-Sejour Becot,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2021,2021.0,4.2,54,14304,4.2,st-emilion-grand-cru,78.45,cabernet-sauvignon,44.924,0.1555
Château Lagrange,Les Fiefs de Lagrange Saint-Julien 2012,2012.0,3.9,1774,23060,3.9,saint-julien,78.47,cabernet-sauvignon,45.15179999999986,-0.747
Château l'Eglise-Clinet,La Petite Eglise Pomerol 2020,2020.0,4.1,2127,2127,4.1,pomerol,78.47,cabernet-sauvignon,44.9333645153018,-0.2052116998028527
Domaine A. Chopin et Fils,Nuits-Saint-Georges 1er Cru 'Les Murgers' 2021,2021.0,4.2,113,113,4.2,nuits-saint-georges-aux-murgers,78.5,pinot-noir,47.13779999999999,4.9517999999999995
Vincent Gaudry,Sancerre Vincengetorix 2020,2020.0,3.8,51,782,3.8,sancerre,78.68,cabernet-franc,47.31909999999999,2.8297599999999967
Château Talbot,Saint-Julien (Grand Cru Classé) 2019,2019.0,4.2,1086,52406,4.2,saint-julien,78.8,cabernet-sauvignon,45.15179999999986,-0.747
A.F. Gros,Savigny-les-Beaune Premier Cru 'Clos des Guettes' 2022,2022.0,4.1,852,852,4.1,savigny-les-beaune-aux-guettes,78.9,pinot-noir,47.05721,4.828119999999999
Domaine Génot-Boulanger,Aloxe-Corton Premier Cru 'Clos du Chapître' 2017,2017.0,4.3,80,472,4.3,aloxe-corton-clos-du-chapitre,78.9,pinot-noir,47.0574,4.8635
Domaine du Coulet - Matthieu Barret,Billes Noires Cornas 2021,2021.0,4.2,1333,1333,4.2,cornas,78.9,shiraz-syrah,44.94340000000008,4.846699999999999
Domaine Belleville,Creux Brouillard Gevrey-Chambertin 2022,2022.0,4.1,300,300,4.1,gevrey-chambertin,78.9,pinot-noir,47.224218213063054,4.969401593758258
Lucien Boillot & Fils,Pommard 2022,2022.0,4.0,146,146,4.0,pommard,79.0,pinot-noir,46.96660348942171,4.793099273975613
Domaine Thierry Mortet,Chambolle-Musigny 2020,2020.0,4.1,202,202,4.1,chambolle-musigny,79.0,pinot-noir,47.18511942704474,4.964025363682441
Hauvette,Amethyste Rouge 2023,2023.0,4.2,504,504,4.2,les-baux-de-provence,79.0,shiraz-syrah,43.74320999999998,4.708650000000001
Domaine du Clos des Fées,Le Clos des Fées (Hervé Bizeul) 2013,2013.0,4.2,180,2801,4.2,cotes-du-roussillon,79.0,shiraz-syrah,42.688610000000054,2.894720000000005
Yves Cuilleron,Côte-Rôtie Bonnivières (Lieu-Dit) 2019,2019.0,4.2,47,446,4.2,cote-rotie,79.0,shiraz-syrah,45.48118,4.799330000000024
Vincent Pinard,Pinot Noir Sancerre 2021,2021.0,4.0,928,928,4.0,sancerre,79.0,cabernet-franc,47.31909999999999,2.8297599999999967
Château Pichon Longueville Comtesse de Lalande,Réserve (de la Comtesse) Pauillac 2020,2020.0,4.1,297,25685,4.1,pauillac,79.0,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Eymin Tichoux,Le Truchet Côte-Rôtie 2017,2017.0,4.3,98,98,4.3,cote-rotie,79.0,shiraz-syrah,45.48118,4.799330000000024
Christophe Vaudoisey,Pommard 1er Cru 'Les Chanlins' 2019,2019.0,4.2,51,578,4.1,les-chanlins-bas,79.0,pinot-noir,46.942,4.7638
Château du Paradís,Saint-Émilion Grand Cru 2018,2018.0,4.2,644,644,4.2,st-emilion-grand-cru,79.0,cabernet-sauvignon,44.924,0.1555
Château du Paradís,Saint-Émilion Grand Cru 2016,2016.0,4.3,90,644,4.2,st-emilion-grand-cru,79.0,cabernet-sauvignon,44.924,0.1555
Domaine Parigot,Pommard 1er Cru 'Les Charmots' 2019,2019.0,4.2,30,377,4.2,les-charmots,79.0,pinot-noir,46.95100000000001,4.789000000000001
Philippe Girard,Vieilles Vignes Savigny-les-Beaune 2022,2022.0,4.0,1550,1550,4.0,savigny-les-beaune,79.1,pinot-noir,47.05789999999997,4.815400000000005
Domaine Deliance,Givry 1er Cru 'Clos de la Servoisine' 2023,2023.0,4.2,415,415,4.2,givry-servoisine,79.1,pinot-noir,46.79025,4.74587
Domaine Tempier,Bandol Cuvée La Tourtine 2021,2021.0,4.3,45,2864,4.3,bandol,79.25,shiraz-syrah,43.1349,5.738
Pierre Labet - François Labet,Beaune Coucherias 1er Cru 2016,2016.0,4.4,52,711,4.1,beaune-aux-coucherias,79.25,pinot-noir,47.0152,4.8398
Domaine Armand Heitz,Pommard 1er Cru 'Clos des Poutures' Monopole 2016,2016.0,4.0,74,655,4.2,les-poutures,79.25,pinot-noir,46.9425,4.765
Maison Denuziere,Côte-Rôtie 2019,2019.0,4.2,41,282,4.2,cote-rotie,79.27,shiraz-syrah,45.48118,4.799330000000024
Claude Dugat,Bourgogne 2022,2022.0,3.8,1734,1734,3.8,bourgogne,79.46,pinot-noir,47.05070075730127,4.393923434528505
Laurent Ponsot,Cuvée du Noyer Beaune Premier Cru 2022,2022.0,4.0,240,240,4.0,beaune-premier-cru,79.46,pinot-noir,47.02479999999997,4.841299999999999
Jean-Claude Ramonet,Monthélie 2023,2023.0,4.1,37,37,4.1,monthelie,79.46,pinot-noir,46.978904120778786,4.768373311775671
Francois et Antoine Jobard,Beaune Premier Cru 'Les Montrevenots' 2020,2020.0,4.4,51,100,4.3,beaune-les-montrevenots,79.46,pinot-noir,47.0173,4.8366
Roc de Cambes,Côtes de Bourg 2021,2021.0,4.2,49,10017,4.4,cotes-de-bourg,79.5,cabernet-sauvignon,45.049999999999976,-0.6333300000000005
Château Léoville Las Cases,Le Petit Lion Saint-Julien 2017,2017.0,4.1,167,4736,4.1,saint-julien,79.6,cabernet-sauvignon,45.15179999999986,-0.747
Château Léoville Las Cases,Le Petit Lion Saint-Julien 2012,2012.0,4.0,484,4736,4.1,saint-julien,79.6,cabernet-sauvignon,45.15179999999986,-0.747
La Pierre Ronde (Antoine Lepetit de la Bigne),Bourgogne Pinot Noir Jeunes Vignes 2023,2023.0,4.0,26,26,4.0,bourgogne,79.6,pinot-noir,47.05070075730127,4.393923434528505
Domaine Thénard,Givry 1er Cru Clos du 'Cellier Aux Moines' 2021,2021.0,3.9,1703,1703,3.9,givry-cellier-aux-moines,79.71,pinot-noir,46.7887,4.74327
Vincent & Sophie Morey,Santenay Les Hâtes 2022,2022.0,4.0,1197,1197,4.0,santenay,79.71,pinot-noir,46.91470624472586,4.696211376851372
Domaine des Rouges Queues,Vieilles Vignes Maranges 2021,2021.0,3.7,86,86,3.7,maranges,79.73,pinot-noir,46.88942387048158,4.661764062879198
Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves) 2019,2019.0,4.2,562,29199,4.2,pessac-leognan,79.77,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
Domaine Michel Mallard,Corton Grand Cru 'Les Renardes' 2013,2013.0,4.3,46,487,4.3,corton,79.8,pinot-noir,47.058,4.8640000000000025
Château Lagrange,Cadillac Côtes de Bordeaux Rouge 2015,2015.0,3.6,34,281,3.5,cadillac-cotes-de-bordeaux,79.8,cabernet-sauvignon,44.63333,-0.2666700000000001
Les Héritiers Saint-Genys,Santenay 1er Cru 'La Maladière' 2018,2018.0,4.3,56,325,4.3,santenay-la-maladiere,79.8,pinot-noir,46.9146,4.6992
Domaine Alain Michelot,Nuits-Saint-Georges 1er Cru 'Les Saint Georges' 2021,2021.0,4.1,86,86,4.1,nuits-saint-georges-les-saints-georges,79.8,pinot-noir,47.137,4.9509
Ardhuy,Aloxe-Corton Les Chaillots Premier Cru 2021,2021.0,4.1,301,301,4.1,aloxe-corton-les-chaillots,79.9,pinot-noir,47.05599999999999,4.864
Clos du Mont-Olivet,Châteauneuf-du-Pape La Cuvée du Papet 2020,2020.0,4.4,66,2184,4.2,chateauneuf-du-pape,79.9,shiraz-syrah,44.06311935537927,4.831217811470261
