Winery,Wine,year,vintage_rating,vintage_rating_count,wine_rating_count,wine_rating,region,price,cepages,latitude,longitude
Château Peyrabon,Château La Fleur Peyrabon Pauillac 2019,2019.0,4.1,116,4935,4.0,pauillac,28.89,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Les Clos Perdus,Mire La Mer 2020,2020.0,3.9,623,623,3.9,corbieres,28.9,shiraz-syrah,43.08158032658233,2.6854789880195296
Domaine Elodie Roy,La Rue des Pierres Maranges 2021,2021.0,3.9,127,127,3.9,maranges,28.9,pinot-noir,46.88942387048158,4.661764062879198
Château de Camensac,Haut-Médoc (Grand Cru Classé) 2019,2019.0,4.0,598,19990,3.9,haut-medoc,28.9,cabernet-sauvignon,45.19999999999997,-0.7666700000000025
Domaine Clavel,Copa Santa La Méjanelle 2020,2020.0,4.0,52,1425,3.9,languedoc,28.9,shiraz-syrah,43.60057601202888,3.88270435561468
Château Olivier,Pessac-Léognan (Grand Cru Classé) 2017,2017.0,4.0,400,12556,4.1,pessac-leognan,28.9,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
Cave de Tain,Esprit de Granit Saint-Joseph 2018,2018.0,4.1,93,1931,4.0,saint-joseph,28.9,shiraz-syrah,45.09011999999991,4.8076500000000015
Château Peyrabon,Château La Fleur Peyrabon Pauillac 2017,2017.0,4.0,281,4935,4.0,pauillac,28.9,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Château Lynch-Moussas,Pauillac (Grand Cru Classé) 2019,2019.0,4.2,359,22213,4.1,pauillac,28.9,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Domaine Mee Godard,Morgon 'Corcelette' 2021,2021.0,4.0,38,540,3.9,morgon,28.9,gamay,46.1676,4.6705
Vignobles Leydet,Chateau Leydet-Valentin Saint-Émilion Grand Cru 2020,2020.0,4.2,114,2367,4.1,st-emilion-grand-cru,28.9,cabernet-sauvignon,44.924,0.1555
Victor Berard,Crozes-Hermitage 2023,2023.0,3.7,43,360,3.7,crozes-hermitage,28.9,shiraz-syrah,45.089649999999914,4.830120000000006
Combier,Saint-Joseph Rouge 2022,2022.0,3.9,300,300,3.9,saint-joseph,28.9,shiraz-syrah,45.09011999999991,4.8076500000000015
Pauline et Eric Morin,Cuvée Vieilles Vignes Chiroubles 2020,2020.0,3.9,75,75,3.9,chiroubles,28.9,gamay,44.91387113918996,2.9675407628840373
Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc) 2020,2020.0,4.1,44,12631,3.9,saint-julien,28.92,cabernet-sauvignon,45.15179999999986,-0.747
Olivier B,Les Amidyves Rouge 2019,2019.0,3.8,46,762,4.0,cotes-du-ventoux,28.94,shiraz-syrah,44.16345252055222,5.249286775822527
Rietsch,Stierkopf Rouge 2023,2023.0,4.0,139,139,4.0,alsace,28.95,pinot-noir,48.232880000000016,7.249900000000013
Château Vray Croix de Gay,L'Enchanteur de Vray Croix de Gay Pomerol 2017,2017.0,4.0,46,595,4.1,pomerol,28.95,cabernet-sauvignon,44.9333645153018,-0.2052116998028527
Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc) 2015,2015.0,4.0,1337,12631,3.9,saint-julien,28.95,cabernet-sauvignon,45.15179999999986,-0.747
Château La Fleur Morange,Mathilde Saint-Emilion Grand Cru 2016,2016.0,3.8,69,1075,3.8,st-emilion-grand-cru,28.99,cabernet-sauvignon,44.924,0.1555
Château de Rochemorin,Pessac-Léognan Rouge 2017,2017.0,4.0,579,11146,3.9,pessac-leognan,28.99,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
Ardhuy,Monopole Ladoix 'Clos des Chagnots' 2022,2022.0,4.0,37,572,4.0,ladoix,28.99,pinot-noir,47.063200000000016,4.8747
Yves Cuilleron,Saint-Joseph Cavanos 2021,2021.0,4.1,154,2035,4.1,saint-joseph,29.0,shiraz-syrah,45.09011999999991,4.8076500000000015
Hauvette,Le Roucas Rouge 2023,2023.0,3.9,845,845,3.9,les-baux-de-provence,29.0,shiraz-syrah,43.74320999999998,4.708650000000001
Louis Vialard,Villa Estuaire Pauillac 2019,2019.0,4.1,44,67,4.1,pauillac,29.0,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Domaine Boucabeille,Les Orris Côtes du Roussillon Rouge 2021,2021.0,4.3,25,935,4.1,cotes-du-roussillon,29.0,shiraz-syrah,42.688610000000054,2.894720000000005
Château de Beaucastel,Coudoulet de Beaucastel Côtes-du-Rhône 2022,2022.0,4.1,66,21686,4.0,cotes-du-rhone,29.0,shiraz-syrah,44.26497540596176,4.645266570551067
Château de Beaucastel,Coudoulet de Beaucastel Côtes-du-Rhône 2021,2021.0,4.0,383,21686,4.0,cotes-du-rhone,29.0,shiraz-syrah,44.26497540596176,4.645266570551067
Domaine Elodie Roy,La Rue des Pierres Maranges 2020,2020.0,3.9,27,127,3.9,maranges,29.0,pinot-noir,46.88942387048158,4.661764062879198
Domaine Clavel,Copa Santa La Méjanelle 2011,2011.0,3.8,130,1425,3.9,languedoc,29.0,shiraz-syrah,43.60057601202888,3.88270435561468
Domaine de l'Edre,Cuvée Prestige L' Edre Côtes du Roussillon Villages 2019,2019.0,4.1,37,661,4.1,cotes-du-roussillon-villages,29.0,shiraz-syrah,42.68672903204232,2.684292528036307
Olivier Guyot,Vieilles Vignes Marsannay 2021,2021.0,3.8,418,418,3.8,marsannay,29.0,pinot-noir,47.28557554078491,4.986347027985513
Edouard Delaunay,Bourgogne Hautes-Côtes de Nuits 'Charmont' 2021,2021.0,3.9,40,90,3.9,bourgogne-hautes-cotes-de-nuits,29.0,pinot-noir,47.086266984043725,4.891556873508777
Domaine La Blaque,Cuvée Collection 2017,2017.0,4.1,256,256,4.1,provence,29.0,shiraz-syrah,43.9359,6.0676
Château de la Soujeole,Grand Vin Malepère Rouge 2019,2019.0,4.2,54,556,4.0,cotes-de-malepere,29.0,shiraz-syrah,43.20011,2.35678
Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc) 2018,2018.0,4.0,598,12631,3.9,saint-julien,29.0,cabernet-sauvignon,45.15179999999986,-0.747
Domaine Paul Janin,Heritage Moulin-à-Vent 2023,2023.0,3.8,142,142,3.8,moulin-a-vent,29.0,gamay,46.1998,4.7223
Domaine Jaeger-Defaix,Rully 2023,2023.0,4.0,1004,1004,4.0,rully,29.0,pinot-noir,46.842,4.743399999999998
Domaine de Chevalier,L'Esprit de Chevalier Pessac-Léognan 2016,2016.0,4.0,1043,8179,4.0,pessac-leognan,29.0,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
Georges Lignier et Fils,Marsannay Rouge 2022,2022.0,3.9,31,31,3.9,marsannay,29.0,pinot-noir,47.28557554078491,4.986347027985513
Sébastien Magnien,Bourgogne Hautes-Côtes de Beaune  Vieilles Vignes 2022,2022.0,3.9,1039,1039,3.9,hautes-cotes-de-beaune,29.0,pinot-noir,47.04444659499168,4.812631757103056
Edouard Delaunay,Bourgogne Côte d'Or Pinot Noir 2021,2021.0,4.1,225,225,4.1,bourgogne-cote-d-or,29.0,pinot-noir,47.0,4.8
Domaine Boucabeille,Les Orris Côtes du Roussillon Rouge 2022,2022.0,4.1,935,935,4.1,cotes-du-roussillon,29.0,shiraz-syrah,42.688610000000054,2.894720000000005
Chemin des Reves,La Soie 2022,2022.0,4.2,255,255,4.2,pic-saint-loup,29.0,shiraz-syrah,43.8000000000001,3.850000000000008
La Célestière,Tradition Châteauneuf-du-Pape 2019,2019.0,4.0,1432,1432,4.0,chateauneuf-du-pape,29.0,shiraz-syrah,44.06311935537927,4.831217811470261
Plaimont,Plénitude Madiran Rouge 2017,2017.0,3.9,55,658,3.8,madiran,29.0,cabernet-sauvignon,43.57614716328285,-0.0464244720320663
Domaine de Courbissac,Roc Suzadou Minervois 2014,2014.0,3.8,89,211,3.9,minervois,29.0,shiraz-syrah,43.29984594640925,2.600652385480642
Château de Fosse-Sèche,Eolithe 2023,2023.0,3.9,2497,2497,3.9,saumur,29.0,cabernet-sauvignon,47.26666999999998,-0.06667
Antoine Sanzay,La Paterne Saumur-Champigny 2020,2020.0,3.9,205,751,3.9,saumur-champigny,29.0,cabernet-franc,47.24640293718296,-0.0762064647198947
Château Haut-Bages Libéral,La Chapelle de Bages Pauillac 2016,2016.0,3.9,526,2897,3.9,pauillac,29.0,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Domaine Jeanson Parigot,Savigny-lès-Beaune 'Les Peuillets' 2023,2023.0,4.3,136,136,4.3,savigny-les-beaune-les-peuillets,29.0,pinot-noir,47.0541,4.8313
Caves Bienvenu,Irancy 'Les Mazelots' 2021,2021.0,3.8,349,349,3.8,irancy,29.0,pinot-noir,47.713711,3.661520000000001
Mas Amiel,Vol de Nuit 2023,2023.0,3.9,298,298,3.9,maury,29.0,shiraz-syrah,42.783329999999985,2.6166699999999996
Préceptorie,Terrés Nouvelles Rouge 2018,2018.0,3.8,148,148,3.8,maury,29.0,shiraz-syrah,42.783329999999985,2.6166699999999996
Bardi d'Alquier,La Maison Jaune Faugères 2016,2016.0,4.0,70,876,3.9,faugeres,29.0,shiraz-syrah,43.56514235032611,3.0889050827624205
Mas Amiel,Alt. 433 M 2021,2021.0,3.8,331,331,3.8,maury,29.0,grenache-noir,42.783329999999985,2.6166699999999996
Mas de Martin,Cuvée Ultreïa 2017,2017.0,3.9,470,470,3.9,gres-de-montpellier,29.0,shiraz-syrah,43.58823,3.890120000000001
Domaine de Coste Chaude,L'Argentière Côtes-du-Rhône-Villages 'Visan' 2020,2020.0,3.7,176,176,3.7,cotes-du-rhone-villages-visan,29.0,shiraz-syrah,44.33333,4.96667
Mas Amiel,Vers le Nord 2021,2021.0,4.1,584,584,4.1,maury,29.0,shiraz-syrah,42.783329999999985,2.6166699999999996
Domaines Bunan,Château La Rouvière Rouge 2020,2020.0,3.7,34,592,3.9,bandol,29.0,shiraz-syrah,43.1349,5.738
Cellier des Chartreux,Domaine des Colombettes Lirac 2022,2022.0,3.8,421,421,3.8,lirac,29.0,shiraz-syrah,44.01666999999998,4.716669999999996
Domaine de La Garance,Les Armières 2016,2016.0,3.9,38,515,3.9,languedoc,29.0,shiraz-syrah,43.60057601202888,3.88270435561468
Jean-Philippe Marchand,Maranges 'Sous Loyeres' 2020,2020.0,3.8,38,38,3.8,maranges,29.0,pinot-noir,46.88942387048158,4.661764062879198
Vincent Bachelet,Vieilles Vignes Maranges 1er Cru 'La Fussière' 2023,2023.0,4.1,1251,1251,4.1,maranges-la-fussiere,29.0,pinot-noir,46.88799999999999,4.6803
Domaine de la Rectorie,Montagne Collioure 2021,2021.0,4.0,48,1300,4.1,collioure,29.0,shiraz-syrah,42.53197068802954,3.084026391356177
La Chouette du Chai,Un Beau Roman Une Chouette Histoire 2018,2018.0,4.0,179,179,4.0,pic-saint-loup,29.0,shiraz-syrah,43.8000000000001,3.850000000000008
Mas Amiel,Légende 2021,2021.0,3.9,553,553,3.9,maury,29.0,shiraz-syrah,42.783329999999985,2.6166699999999996
Château Haut de La Becade,Pauillac 2015,2015.0,3.9,162,2543,4.0,pauillac,29.02,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Château Cote de Baleau,Saint-Émilion Grand Cru (Grand Cru Classé) 2022,2022.0,4.0,6266,6266,4.0,st-emilion-grand-cru,29.04,cabernet-sauvignon,44.924,0.1555
Château du Tertre,Les Hauts du Tertre Margaux 2011,2011.0,3.9,707,7128,4.0,margaux,29.1,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
Alphonse Mellot,Petite Moussière Sancerre 2021,2021.0,4.0,44,720,3.9,sancerre,29.1,cabernet-franc,47.31909999999999,2.8297599999999967
Château Marquis de Terme,Margaux Cuvée 1762 2018,2018.0,4.0,48,131,4.0,margaux,29.1,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
Château Marquis de Terme,Margaux Cuvée 1762 2019,2019.0,3.9,47,131,4.0,margaux,29.1,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
Domaine des Roches Neuves,La Marginale Saumur-Champigny 2013,2013.0,3.8,267,2839,3.9,saumur-champigny,29.16,cabernet-franc,47.24640293718296,-0.0762064647198947
Château Sainte-Eulalie,La Cantilène Minervois La Livinière 2018,2018.0,4.1,305,3442,4.0,minervois-la-liviniere,29.19,shiraz-syrah,43.20765000000004,2.70654
Château Lagrange,Les Fiefs de Lagrange Saint-Julien 2020,2020.0,4.0,453,23060,3.9,saint-julien,29.2,cabernet-sauvignon,45.15179999999986,-0.747
Château Grand-Puy-Lacoste,Lacoste Borie Pauillac 2019,2019.0,4.1,483,13086,4.0,pauillac,29.2,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Ferraton Père & Fils,Gigondas Les Murailles 2021,2021.0,4.0,41,437,3.8,gigondas,29.2,shiraz-syrah,44.156468904982695,4.872897361577142
Le Roc des Anges,Reliefs 2021,2021.0,4.1,47,925,4.0,cotes-catalanes,29.2,shiraz-syrah,42.625,2.5
Château Grand-Puy-Lacoste,Lacoste Borie Pauillac 2018,2018.0,4.0,477,13086,4.0,pauillac,29.2,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Château Potensac,Médoc 2014,2014.0,3.9,891,23842,3.9,medoc,29.2,cabernet-sauvignon,45.26666999999998,-0.7833299999999995
Paul Jaboulet Aîné,Crozes-Hermitage Domaine de Thalabert 2020,2020.0,4.1,714,15075,4.0,crozes-hermitage,29.24,shiraz-syrah,45.089649999999914,4.830120000000006
Domaine Anita,Les Moriers Fleurie 2023,2023.0,3.9,164,164,3.9,fleurie,29.25,gamay,46.255228315979835,4.700469249570069
Laurent Perrachon,Les Mouilles Juliénas 2021,2021.0,3.7,308,308,3.7,julienas,29.27,gamay,46.2355,4.70997
Coursodon,Saint-Joseph Silice 2021,2021.0,4.1,266,4640,4.0,saint-joseph,29.3,shiraz-syrah,45.09011999999991,4.8076500000000015
Louis Jadot,Château des Jacques Moulin-a-Vent Clos des Thorins 2018,2018.0,3.9,748,7984,3.9,moulin-a-vent,29.3,gamay,46.1998,4.7223
Château Batailley,Lions de Batailley 2018,2018.0,4.1,199,2463,4.1,pauillac,29.32,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Domaine Chevrot,Pinot Noir Bourgogne Hautes-Côtes de Beaune 2022,2022.0,3.8,38,704,3.9,hautes-cotes-de-beaune,29.32,pinot-noir,47.04444659499168,4.812631757103056
Domaine de Chevalier,L'Esprit de Chevalier Pessac-Léognan 2013,2013.0,3.9,495,8179,4.0,pessac-leognan,29.32,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
Château Ducru-Beaucaillou,Le Petit Caillou Saint-Julien 2010,2010.0,4.0,253,2576,4.0,saint-julien,29.34,cabernet-sauvignon,45.15179999999986,-0.747
Château Haut-Bailly,Haut-Bailly II (La Parde Haut-Bailly) 2024,2024.0,3.9,5042,5042,3.9,pessac-leognan,29.4,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
Comte Lafond,Sancerre Rouge 2021,2021.0,3.9,472,472,3.9,sancerre,29.4,cabernet-franc,47.31909999999999,2.8297599999999967
Château Prieuré-Lichine,Margaux (Grand Cru Classé) 2024,2024.0,4.2,25320,25321,4.2,margaux,29.4,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
Château Charmail,Haut-Médoc 2013,2013.0,3.8,141,10634,3.9,haut-medoc,29.4,cabernet-sauvignon,45.19999999999997,-0.7666700000000025
Mas Belles Eaux,Vieilles Vignes 2022,2022.0,4.1,284,284,4.1,languedoc,29.4,shiraz-syrah,43.60057601202888,3.88270435561468
Jolivet,L'Instinct Saint-Joseph 2022,2022.0,3.9,56,1500,4.1,saint-joseph,29.4,shiraz-syrah,45.09011999999991,4.8076500000000015
Barons de Rothschild (Lafite),Les Légendes R Saint-Émilion 2022,2022.0,4.0,1396,1396,4.0,saint-emilion,29.4,cabernet-sauvignon,44.90000000000005,-0.1500000000000002
Domaine Modat,Sans Plus Attendre Côtes du Roussillon Villages 2018,2018.0,4.1,40,714,4.0,cotes-du-roussillon-villages-caramany,29.4,shiraz-syrah,42.7169,2.4845
Château Clinet,Pomerol by Clinet 2016,2016.0,3.7,335,1190,3.8,pomerol,29.42,cabernet-sauvignon,44.9333645153018,-0.2052116998028527
Chateau le Thil,Blaye - Côtes de Bordeaux 2020,2020.0,3.5,151,151,3.5,blaye-cotes-de-bordeaux,29.43,cabernet-sauvignon,45.13333000000003,-0.66667
Clos Fourtet,La Closerie de Fourtet Saint-Emilion Grand Cru 2015,2015.0,4.1,102,1923,4.1,st-emilion-grand-cru,29.45,cabernet-sauvignon,44.924,0.1555
Goisot,Irancy 'Les Mazelots' 2022,2022.0,3.9,330,330,3.9,irancy,29.5,pinot-noir,47.713711,3.661520000000001
Mas Bruguiere,L'Arbouse Pic Saint-Loup 2013,2013.0,3.7,171,2241,3.9,pic-saint-loup,29.5,shiraz-syrah,43.8000000000001,3.850000000000008
Domaine Trapet,Chapelle 1441 2016,2016.0,3.8,323,323,3.8,alsace,29.5,pinot-noir,48.232880000000016,7.249900000000013
Gayda,Chemin de Moscou 2019,2019.0,4.2,622,10347,4.2,vin-de-pays-doc,29.5,shiraz-syrah,43.61193999999985,3.8772200000000017
Château Talbot,Connétable Talbot Saint-Julien 2019,2019.0,4.1,801,17464,4.0,saint-julien,29.5,cabernet-sauvignon,45.15179999999986,-0.747
Domaine Jeanson Parigot,Les Deux Lieux-Dits Auxey-Duresses 2023,2023.0,4.2,83,83,4.2,auxey-duresses,29.5,pinot-noir,46.96904584281696,4.759924004832329
Florence Alquier,Moulin de Guingou Faugères 2019,2019.0,4.3,38,38,4.3,faugeres,29.5,shiraz-syrah,43.56514235032611,3.0889050827624205
Domaine des Carlines,Pinot Noir 2023,2023.0,4.3,31,31,4.3,ctes-du-jura,29.5,pinot-noir,46.67987000000002,5.727649999999998
Domaine des 3 Cellier,Alchimie Châteauneuf-du-Pape Rouge 2022,2022.0,3.9,1071,1071,3.9,chateauneuf-du-pape,29.5,shiraz-syrah,44.06311935537927,4.831217811470261
Domaine de Saint Paul,Châteauneuf-du-Pape Rouge 2020,2020.0,4.2,848,848,4.2,chateauneuf-du-pape,29.5,shiraz-syrah,44.06311935537927,4.831217811470261
Goisot,Bourgogne Côtes d'Auxerre Le Court Vit Rouge 2022,2022.0,3.9,145,145,3.9,bourgogne-cotes-dauxerre,29.5,pinot-noir,47.823449999999994,3.54789
Domaine Léon Boesch,Luss Rouge 2023,2023.0,3.9,74,74,3.9,alsace,29.5,pinot-noir,48.232880000000016,7.249900000000013
Domaine des 3 Cellier,Marceau Châteauneuf-du-Pape 2020,2020.0,4.2,58,372,4.1,chateauneuf-du-pape,29.5,shiraz-syrah,44.06311935537927,4.831217811470261
Domaine de Saint Paul,Châteauneuf-du-Pape Rouge 2015,2015.0,4.1,53,848,4.2,chateauneuf-du-pape,29.5,shiraz-syrah,44.06311935537927,4.831217811470261
Chavy-Chouet,La Taupe Bourgogne Rouge 2021,2021.0,4.0,350,2684,3.9,bourgogne,29.5,pinot-noir,47.05070075730127,4.393923434528505
Louis Jadot,Château des Jacques Moulin-a-Vent Clos des Thorins 2019,2019.0,4.0,583,7984,3.9,moulin-a-vent,29.5,gamay,46.1998,4.7223
Domaine de la Borde,Plous'saperlipopette 2023,2023.0,3.9,232,232,3.9,arbois-pupillin,29.5,pinot-noir,46.883199999999995,5.755399999999999
Château Bouscaut,Pessac-Léognan (Grand Cru Classé de Graves) 2020,2020.0,4.0,110,7535,4.0,pessac-leognan,29.5,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
Château Mont-Redon,Gigondas Réserve 2019,2019.0,4.2,179,661,4.1,gigondas,29.5,shiraz-syrah,44.156468904982695,4.872897361577142
Goisot,Bourgogne Côtes d'Auxerre Le Court Vit Rouge 2021,2021.0,3.9,145,145,3.9,bourgogne-cotes-dauxerre,29.5,pinot-noir,47.823449999999994,3.54789
Château d'Issan,Blason d'Issan Margaux 2018,2018.0,4.1,833,12497,4.0,margaux,29.5,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
Héritage du Pic Saint Loup,Cuvée Sainte Agnès 2017,2017.0,3.8,110,1360,3.8,pic-saint-loup,29.5,shiraz-syrah,43.8000000000001,3.850000000000008
Domaine Jean-Baptiste Senat,Le Bois des Merveilles Minervois 2023,2023.0,4.0,902,902,4.0,minervois,29.5,shiraz-syrah,43.29984594640925,2.600652385480642
Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc) 2016,2016.0,4.1,1349,12631,3.9,saint-julien,29.5,cabernet-sauvignon,45.15179999999986,-0.747
Mas Bruguiere,La Grenadière Pic Saint-Loup 2022,2022.0,4.0,992,992,4.0,pic-saint-loup,29.5,shiraz-syrah,43.8000000000001,3.850000000000008
Gramenon,Contre Couleur 2022,2022.0,3.9,136,136,3.9,cotes-du-rhone,29.5,shiraz-syrah,44.26497540596176,4.645266570551067
Château Lagrange,Les Fiefs de Lagrange Saint-Julien 2022,2022.0,3.8,44,23060,3.9,saint-julien,29.56,cabernet-sauvignon,45.15179999999986,-0.747
Frederic Mabileau,FRED 2022,2022.0,3.8,141,141,3.8,saint-nicolas-de-bourgueil,29.57,cabernet-franc,47.29929189869924,0.101559255741893
Thunevin,Bel-Air-Ouÿ Saint-Émilion Grand Cru 2019,2019.0,4.1,1207,1207,4.1,st-emilion-grand-cru,29.58,cabernet-sauvignon,44.924,0.1555
Domaine Chanzy,Santenay 'Les Cornières' 2021,2021.0,4.1,176,176,4.1,santenay,29.6,pinot-noir,46.91470624472586,4.696211376851372
Château Malartic-Lagravière,Le Comte 2016,2016.0,4.1,582,5506,4.0,pessac-leognan,29.6,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
Domaine des Mûriers,Chiroubles 2020,2020.0,3.5,25,25,3.5,chiroubles,29.64,gamay,44.91387113918996,2.9675407628840373
Louis Jadot,Marsannay 2022,2022.0,3.9,39,1570,3.8,marsannay,29.64,pinot-noir,47.28557554078491,4.986347027985513
Domaine de Baron'arques,La Capitelle Limoux 2021,2021.0,3.8,1048,1048,3.8,limoux,29.65,shiraz-syrah,42.51848,3.225940000000001
Château Hauchat,'La Rose' Fronsac 2019,2019.0,4.0,44,525,3.9,fronsac,29.67,cabernet-sauvignon,44.94528874639298,-0.2826621476031562
Château Haut-Bages Libéral,La Fleur de Haut-Bages Liberal Pauillac 2016,2016.0,4.0,121,2153,3.9,pauillac,29.69,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Pascal Lambert,Les Perruches Chinon 2021,2021.0,3.9,29,1192,3.9,chinon,29.69,cabernet-franc,47.16667,0.2333299999999997
Clos Marie,Metairies du Clos Vieilles Vignes Pic Saint Loup 2019,2019.0,3.9,35,1037,3.9,pic-saint-loup,29.7,shiraz-syrah,43.8000000000001,3.850000000000008
Domaine Niero,Bois Prieur Saint-Joseph 2022,2022.0,4.0,147,147,4.0,saint-joseph,29.7,shiraz-syrah,45.09011999999991,4.8076500000000015
Mas Saint Louis,Châteauneuf-du-Pape Rouge Tradition 2021,2021.0,4.1,3395,3396,4.1,chateauneuf-du-pape,29.7,shiraz-syrah,44.06311935537927,4.831217811470261
Raphael Fumey et Adeline Chatelain,Brouille Ménage 2022,2022.0,4.1,52,52,4.1,arbois,29.7,pinot-noir,46.901699999999956,5.777199999999996
Château Lascombes,Haut-Médoc de Lascombes 2018,2018.0,3.8,84,636,3.6,haut-medoc,29.7,cabernet-sauvignon,45.19999999999997,-0.7666700000000025
La Bastide Saint Dominique,Châteauneuf du Pape Rouge 2023,2023.0,4.1,3121,3122,4.1,chateauneuf-du-pape,29.7,shiraz-syrah,44.06311935537927,4.831217811470261
Château Lascombes,Haut-Médoc de Lascombes 2019,2019.0,3.6,636,636,3.6,haut-medoc,29.7,cabernet-sauvignon,45.19999999999997,-0.7666700000000025
Château Valandraud,3 de Valandraud Saint-Emilion Grand Cru 2020,2020.0,4.0,1061,1061,4.0,st-emilion-grand-cru,29.75,cabernet-sauvignon,44.924,0.1555
Château Valandraud,3 de Valandraud Saint-Emilion Grand Cru 2014,2014.0,4.1,101,1061,4.0,st-emilion-grand-cru,29.75,cabernet-sauvignon,44.924,0.1555
Clos Les Lunelles,Côtes de Castillon 2015,2015.0,3.8,90,1981,3.9,cotes-de-castillon,29.76,cabernet-sauvignon,44.849999999999945,-0.0333299999999999
Château de Sales,Pomerol 2017,2017.0,4.0,446,13854,4.0,pomerol,29.76,cabernet-sauvignon,44.9333645153018,-0.2052116998028527
Eric de Suremain - Château de Monthelie,Monthélie 2018,2018.0,3.8,311,311,3.8,monthelie,29.8,pinot-noir,46.978904120778786,4.768373311775671
Domaine Boris Champy,Altitude Bourgogne Hautes-Côtes de Beaune 2022,2022.0,4.0,478,478,4.0,hautes-cotes-de-beaune,29.8,pinot-noir,47.04444659499168,4.812631757103056
Combier,Cap Nord Saint-Joseph 2022,2022.0,4.1,366,366,4.1,saint-joseph,29.8,shiraz-syrah,45.09011999999991,4.8076500000000015
Mas del Périé - Fabien Jouves,Amphore 2020,2020.0,3.9,104,744,3.9,cahors,29.8,malbec,44.44889000000001,1.4399999999999986
Domaine de l'Horizon,Mar i Muntanya 2023,2023.0,4.1,27,1378,3.9,cotes-catalanes,29.84,shiraz-syrah,42.625,2.5
Château Giscours,La Sirène de Giscours Margaux 2020,2020.0,4.1,185,14247,4.0,margaux,29.84,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
Domaine de l'Horizon,Mar i Muntanya 2022,2022.0,3.7,52,1378,3.9,cotes-catalanes,29.84,shiraz-syrah,42.625,2.5
Château Gruaud Larose,Sarget de Gruaud Larose Saint-Julien 2021,2021.0,3.8,65,18959,4.0,saint-julien,29.85,cabernet-sauvignon,45.15179999999986,-0.747
Château Rauzan-Gassies,Les Ailes de Rauzan-Gassies Margaux 2018,2018.0,4.0,289,289,4.0,margaux,29.9,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
Cos d'Estournel,G d’Estournel (Goulée by Cos d’Estournel) 2016,2016.0,3.9,717,7313,3.9,medoc,29.9,cabernet-sauvignon,45.26666999999998,-0.7833299999999995
Louis Jadot,Auxey-Duresses 2022,2022.0,4.1,40,1249,4.0,auxey-duresses,29.9,pinot-noir,46.96904584281696,4.759924004832329
Domaine Les 4 Vents,Crozes-Hermitage 'Saint Jaimes' 2022,2022.0,4.0,228,228,4.0,crozes-hermitage,29.9,shiraz-syrah,45.089649999999914,4.830120000000006
Clos du Marquis,La Petite Marquise Saint-Julien 2017,2017.0,4.0,201,1006,4.0,saint-julien,29.9,cabernet-sauvignon,45.15179999999986,-0.747
A.F. Gros,Moulin-à-Vent en Mortperay 2022,2022.0,4.0,844,844,4.0,moulin-a-vent,29.9,gamay,46.1998,4.7223
Domaine de la Butte,Mi-Pente Bourgueil 2020,2020.0,4.1,144,2157,4.0,bourgueil,29.9,cabernet-franc,47.283263846544855,0.1510472629529837
Domaine Bachelet,Santenay 2022,2022.0,3.8,28,28,3.8,santenay,29.9,pinot-noir,46.91470624472586,4.696211376851372
La Porte Saint Jean,Saumur-Champigny 2022,2022.0,4.0,32,1044,4.0,saumur-champigny,29.9,cabernet-franc,47.24640293718296,-0.0762064647198947
René Noël Legrand - Clotilde Legrand,Les Rogelins Saumur Champigny 2011,2011.0,3.9,74,292,3.9,saumur-champigny,29.9,cabernet-franc,47.24640293718296,-0.0762064647198947
Figuière,Confidentielle Rouge 2022,2022.0,4.1,366,366,4.1,cotes-de-provence,29.9,shiraz-syrah,43.01700000000003,1.7319999999999995
Domaine de la Cotelleraie,L’Envolée Saint-Nicolas-de-Bourgueil 2022,2022.0,3.9,396,396,3.9,saint-nicolas-de-bourgueil,29.9,cabernet-franc,47.29929189869924,0.101559255741893
