Winery,Wine,year,vintage_rating,vintage_rating_count,wine_rating_count,wine_rating,region,price,cepages,latitude,longitude,dist_km,dept,station,altitude,GDD,TM_summer,TX_summer,temp_amp_summer,hot_days,rainy_days_summer,rain_June,rain_SepOct,frost_days_Apr,avg_TM_Apr,year_median,W_price_year,WR,WR01,WQI,threshold,is_good_wine,label
Château de Ricaud,Cadillac - Côtes de Bordeaux (Premières Côtes de Bordeaux) 2015,2015,3.9,393,4535,3.7,cadillac-cotes-de-bordeaux,22.75,cabernet-sauvignon,44.63333,-0.2666700000000001,10.983127626899737,33,33504001,65,1755.15,21.958064516129035,28.76774193548387,12.656451612903224,4.0,4.0,80.5,95.0,0.0,13.736666666666668,55.3,0.7085201793721972,3.9357190106413578,0.7871438021282715,0.5577072678756363,0.5803846233339152,0,0
Chateau Cap St George,Saint-Georges-Saint-Émilion 2015,2015,3.9,355,1477,3.9,saint-georges-saint-emilion,22.86,cabernet-sauvignon,44.55219999999999,-0.1345,10.714339418376913,33,33116001,114,1694.05,21.72903225806452,28.585483870967746,12.959677419354836,4.0,4.0,88.20000000000002,96.6,0.0,13.636666666666665,55.3,0.7075230296827022,3.9382703685443112,0.7876540737088622,0.5572833965724167,0.5488025316628545,1,1
Château de Camensac,Second de Camensac Haut-Médoc 2015,2015,3.7,374,374,3.7,haut-medoc,22.9,cabernet-sauvignon,45.19999999999997,-0.7666700000000025,2.0355402738402852,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,55.3,0.7071611253196931,3.801197524619916,0.7602395049239832,0.5376118238145303,0.5130695611049225,1,1
Château Fourcas Hosten,Listrac-Médoc 2015,2015,3.8,553,8132,3.8,listrac,23.0,cabernet-sauvignon,45.08332999999999,-0.83333,15.095559475726304,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,55.3,0.7062579821200511,3.8521367617336626,0.7704273523467325,0.5441204672384969,0.5130695611049225,1,1
Château Potensac,Chapelle de Potensac Médoc 2015,2015,3.8,1361,11319,3.8,medoc,23.0,cabernet-sauvignon,45.26666999999998,-0.7833299999999995,5.819738971412956,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,55.3,0.7062579821200511,3.824746317337824,0.7649492634675649,0.5402515232408217,0.5130695611049225,1,1
Château La Tour de Bessan,Le Page de la Tour de Bessan Margaux 2015,2015,3.7,82,1014,3.7,margaux,23.1,cabernet-sauvignon,45.031126361371925,-0.6690579596607694,15.439987593472612,33,33415001,42,1702.7,21.43870967741935,28.154838709677414,12.279032258064516,2.0,4.0,37.20000000000001,119.39999999999999,0.0,13.79,55.3,0.7053571428571428,3.9152889423381225,0.7830577884676245,0.5523354043655565,0.4736221164960575,1,1
Château Le Conseiller,Bordeaux Supérieur 2015,2015,3.7,132,1158,3.7,bordeaux-superieur,23.4,cabernet-sauvignon,44.837559984680006,-0.4981958329616381,8.141433008192857,33,33550001,25,1860.2,22.380645161290325,28.89032258064516,11.95483870967742,4.0,6.0,34.0,71.5,0.0,14.29,55.3,0.7026683608640407,3.880452543901533,0.7760905087803066,0.5453342456867974,0.5099874062209927,1,1
Château La Tour de Bessan,Margaux 2015,2015,4.0,961,6768,3.9,margaux,23.52,cabernet-sauvignon,45.031126361371925,-0.6690579596607694,15.439987593472612,33,33415001,42,1702.7,21.43870967741935,28.154838709677414,12.279032258064516,2.0,4.0,37.20000000000001,119.39999999999999,0.0,13.79,55.3,0.7015985790408527,4.002337290040047,0.8004674580080093,0.5616068311068627,0.4736221164960575,1,1
Château Chauvin,Folie de Chauvin Saint-Émilion Grand Cru 2015,2015,4.1,332,873,4.0,st-emilion-grand-cru,24.4,cabernet-sauvignon,44.924,0.1555,27.054704789804426,33,33394002,38,1733.8,21.925806451612903,28.950000000000003,13.343548387096773,5.0,4.0,38.599999999999994,79.70000000000002,0.0,13.896666666666668,55.3,0.6938519447929737,4.070451544333151,0.8140903088666303,0.5648581440442241,0.5040143909780761,1,1
Château La Tour Carnet,Les Pensées Haut-Médoc 2015,2015,4.0,827,1395,3.9,haut-medoc,24.61,cabernet-sauvignon,45.19999999999997,-0.7666700000000025,2.0355402738402852,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,55.3,0.6920285320986109,4.002649239109138,0.8005298478218276,0.5539894954892637,0.5130695611049225,1,1
Alain Chabanon,Campredon 2015,2015,3.8,131,1522,3.8,languedoc,25.0,shiraz-syrah,43.60057601202888,3.88270435561468,7.137451575692915,34,34154001,1,2178.8,24.853225806451608,30.049999999999997,10.233870967741936,6.0,3.0,86.69999999999999,94.9,0.0,14.27,55.3,0.688667496886675,3.9235708963167983,0.7847141792633596,0.5404071496047794,0.5504848490291702,0,0
Château Canon Pécresse,Canon-Fronsac 2015,2015,3.8,30,445,3.8,canon-fronsac,25.25,cabernet-sauvignon,44.9244,-0.2716,6.624684766405252,33,33394002,38,1733.8,21.925806451612903,28.950000000000003,13.343548387096773,5.0,4.0,38.599999999999994,79.70000000000002,0.0,13.896666666666668,55.3,0.6865301055245189,3.983863942345767,0.7967727884691534,0.5470085065467931,0.5040143909780761,1,1
Thunevin,Origine Saint-Émilion Grand Cru 2015,2015,4.1,76,113,4.1,st-emilion-grand-cru,25.33,cabernet-sauvignon,44.924,0.1555,27.054704789804426,33,33394002,38,1733.8,21.925806451612903,28.950000000000003,13.343548387096773,5.0,4.0,38.599999999999994,79.70000000000002,0.0,13.896666666666668,55.3,0.685848939600645,4.040552711721635,0.8081105423443271,0.5542417585469589,0.5040143909780761,1,1
Clos des Reboussiers,Pic St.Loup 2015,2015,3.8,165,1340,3.8,pic-saint-loup,25.5,shiraz-syrah,43.8000000000001,3.850000000000008,9.17907709815165,34,34217001,69,2024.0500000000002,24.53387096774193,32.34516129032258,15.606451612903227,15.0,3.0,39.2,110.5,2.0,13.436666666666667,55.3,0.6844059405940593,3.911286070367175,0.782257214073435,0.5353814843844177,0.4967494295007268,1,1
Château de Bois Brinçon,Le Clos Bertin 2015,2015,3.6,49,49,3.6,anjou,26.0,cabernet-sauvignon,47.349999999999966,-0.5,11.872241519697145,49,49191001,73,1351.85,20.04193548387097,26.35967741935484,12.001612903225807,1.0,2.0,52.0,125.69999999999999,0.0,12.66,55.3,0.6801968019680197,3.925043522414043,0.7850087044828087,0.5339604103062647,0.4780022742362853,1,1
Denis Durantou,Château Montlandrie Castillon - Côtes de Bordeaux 2015,2015,3.8,356,2274,3.9,cotes-de-castillon,26.09,cabernet-sauvignon,44.849999999999945,-0.0333299999999999,14.321596286117341,33,33394002,38,1733.8,21.925806451612903,28.950000000000003,13.343548387096773,5.0,4.0,38.599999999999994,79.70000000000002,0.0,13.896666666666668,55.3,0.6794446492198059,3.8714068218866298,0.774281364377326,0.5260813300167849,0.5040143909780761,1,1
Château Prieuré-Lichine,Confidences de Prieuré-Lichine Margaux 2015,2015,4.0,1279,8064,3.9,margaux,26.09,cabernet-sauvignon,45.031126361371925,-0.6690579596607694,15.439987593472612,33,33415001,42,1702.7,21.43870967741935,28.154838709677414,12.279032258064516,2.0,4.0,37.20000000000001,119.39999999999999,0.0,13.79,55.3,0.6794446492198059,4.001826810484597,0.8003653620969194,0.5438039626976243,0.4736221164960575,1,1
Château Kirwan,K de Kirwan Margaux 2015,2015,3.9,152,738,3.9,margaux,26.41,cabernet-sauvignon,45.031126361371925,-0.6690579596607694,15.439987593472612,33,33415001,42,1702.7,21.43870967741935,28.154838709677414,12.279032258064516,2.0,4.0,37.20000000000001,119.39999999999999,0.0,13.79,55.3,0.6767837473993391,3.961884000199313,0.7923768000398625,0.5362677400832749,0.4736221164960575,1,1
Château Cote de Baleau,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,2015,4.1,832,6266,4.0,st-emilion-grand-cru,26.5,cabernet-sauvignon,44.924,0.1555,27.054704789804426,33,33394002,38,1733.8,21.925806451612903,28.950000000000003,13.343548387096773,5.0,4.0,38.599999999999994,79.70000000000002,0.0,13.896666666666668,55.3,0.676039119804401,4.085093990154186,0.8170187980308372,0.5523366690844169,0.5040143909780761,1,1
Château La Garde,Pessac-Léognan 2015,2015,4.0,1288,11175,3.9,pessac-leognan,26.64,cabernet-sauvignon,44.80321000000003,-0.5943200000000016,2.0243113367757557,33,33550001,25,1860.2,22.380645161290325,28.89032258064516,11.95483870967742,4.0,6.0,34.0,71.5,0.0,14.29,55.3,0.6748840615084207,4.00181558775807,0.800363117551614,0.5401523114547748,0.5099874062209927,1,1
Château Grand-Puy Ducasse,Prelude a Grand-Puy Ducasse Pauillac 2015,2015,4.0,715,5651,3.9,pauillac,26.75,cabernet-sauvignon,45.191720268700344,-0.7539020556638387,3.3852774348194976,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,55.3,0.6739792809262645,4.00298187899728,0.8005963757994561,0.5395853696734908,0.5130695611049225,1,1
Château d'Aiguilhe,Castillon - Côtes de Bordeaux 2015,2015,4.0,1437,12663,4.0,cotes-de-castillon,26.95,cabernet-sauvignon,44.849999999999945,-0.0333299999999999,14.321596286117341,33,33394002,38,1733.8,21.925806451612903,28.950000000000003,13.343548387096773,5.0,4.0,38.599999999999994,79.70000000000002,0.0,13.896666666666668,55.3,0.6723404255319149,4.001647977735796,0.8003295955471591,0.5380939408359623,0.5040143909780761,1,1
Château Pédesclaux,Fleur de Pédesclaux Pauillac 2015,2015,3.9,852,7592,4.0,pauillac,27.5,cabernet-sauvignon,45.191720268700344,-0.7539020556638387,3.3852774348194976,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,55.3,0.6678743961352657,3.919786040880052,0.7839572081760104,0.5235849470064418,0.5130695611049225,1,1
Château Peyrabon,Château La Fleur Peyrabon Pauillac 2015,2015,4.1,709,4935,4.0,pauillac,27.95,cabernet-sauvignon,45.191720268700344,-0.7539020556638387,3.3852774348194976,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,55.3,0.6642642642642642,4.083024645672205,0.8166049291344409,0.542441472446061,0.5130695611049225,1,1
l'Amiral,Cuvée Prestige Minervois 2015,2015,3.9,45,45,3.9,minervois,28.0,shiraz-syrah,43.29984594640925,2.600652385480642,10.412010678799735,11,11081003,371,1821.3,22.569354838709685,28.269354838709674,10.319354838709678,2.0,3.0,60.6,98.70000000000002,0.0,13.03,55.3,0.6638655462184874,3.99171097326835,0.79834219465367,0.5299918771230245,0.5395728626359924,0,0
Château La Tour du Pin Figeac,Saint-Émilion Grand Cru (Grand Cru Classé until 2012) 2015,2015,4.2,323,4606,4.0,st-emilion-grand-cru,28.0,cabernet-sauvignon,44.924,0.1555,27.054704789804426,33,33394002,38,1733.8,21.925806451612903,28.950000000000003,13.343548387096773,5.0,4.0,38.599999999999994,79.70000000000002,0.0,13.896666666666668,55.3,0.6638655462184874,4.134519672131147,0.8269039344262294,0.5489530320980851,0.5040143909780761,1,1
Château Croizet-Bages,La Gabare de Croizet-Bages Pauillac 2015,2015,3.8,419,419,3.8,pauillac,28.61,cabernet-sauvignon,45.191720268700344,-0.7539020556638387,3.3852774348194976,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,55.3,0.6590394470265761,3.863858785344922,0.7727717570689844,0.5092870714564991,0.5130695611049225,0,0
Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc) 2015,2015,4.0,1337,12631,3.9,saint-julien,28.95,cabernet-sauvignon,45.15179999999986,-0.747,7.499086146557053,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,55.3,0.6563798219584569,4.001756826991793,0.8003513653983585,0.5253344867243824,0.5130695611049225,1,1
Château Haut de La Becade,Pauillac 2015,2015,3.9,162,2543,4.0,pauillac,29.02,cabernet-sauvignon,45.191720268700344,-0.7539020556638387,3.3852774348194976,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,55.3,0.6558349146110057,3.9600585134677693,0.7920117026935538,0.5194289274069441,0.5130695611049225,1,1
Clos Fourtet,La Closerie de Fourtet Saint-Emilion Grand Cru 2015,2015,4.1,102,1923,4.1,st-emilion-grand-cru,29.45,cabernet-sauvignon,44.924,0.1555,27.054704789804426,33,33394002,38,1733.8,21.925806451612903,28.950000000000003,13.343548387096773,5.0,4.0,38.599999999999994,79.70000000000002,0.0,13.896666666666668,55.3,0.6525073746312684,4.046092602385569,0.8092185204771137,0.5280210522995208,0.5040143909780761,1,1
Domaine de Saint Paul,Châteauneuf-du-Pape Rouge 2015,2015,4.1,53,848,4.2,chateauneuf-du-pape,29.5,shiraz-syrah,44.06311935537927,4.831217811470261,9.356357529736432,84,84087001,57,2129.9,25.066129032258058,32.24193548387097,13.7758064516129,19.0,3.0,77.6,272.8,0.0,13.973333333333334,55.3,0.652122641509434,4.0346079828937995,0.80692159657876,0.5262118430519508,0.4329110386434327,1,1
Clos Les Lunelles,Côtes de Castillon 2015,2015,3.8,90,1981,3.9,cotes-de-castillon,29.76,cabernet-sauvignon,44.849999999999945,-0.0333299999999999,14.321596286117341,33,33394002,38,1733.8,21.925806451612903,28.950000000000003,13.343548387096773,5.0,4.0,38.599999999999994,79.70000000000002,0.0,13.896666666666668,55.3,0.6501293204796613,3.9425462024927853,0.7885092404985571,0.5126329767172607,0.5040143909780761,1,1
Château du Grand Bos,Graves Rouge 2015,2015,4.1,331,2215,4.1,graves,29.95,cabernet-sauvignon,44.59999999999995,-0.3999999999999995,8.479655258170444,33,33504001,65,1755.15,21.958064516129035,28.76774193548387,12.656451612903224,4.0,4.0,80.5,95.0,0.0,13.736666666666668,55.3,0.6486803519061584,4.070393378081837,0.8140786756163674,0.5280768417781245,0.5803846233339152,0,0
Bardi d'Alquier,La Maison Jaune Faugères 2015,2015,3.9,85,876,3.9,faugeres,30.0,shiraz-syrah,43.56514235032611,3.0889050827624205,9.492743230755455,34,34028003,373,1728.8000000000002,22.653225806451616,28.61129032258065,11.646774193548385,2.0,4.0,48.099999999999994,160.7,0.0,12.363333333333333,55.3,0.6483001172332943,3.977709297960205,0.7955418595920409,0.515749880837513,0.5281061688851648,0,0
Château Cap de Faugères,La Mouleyre Castillon - Côtes de Bordeaux 2015,2015,4.0,166,431,3.9,cotes-de-castillon,30.26,cabernet-sauvignon,44.849999999999945,-0.0333299999999999,14.321596286117341,33,33394002,38,1733.8,21.925806451612903,28.950000000000003,13.343548387096773,5.0,4.0,38.599999999999994,79.70000000000002,0.0,13.896666666666668,55.3,0.6463300607760635,4.007754624097883,0.8015509248195766,0.5180664579537468,0.5040143909780761,1,1
Château Rauzan-Gassies,Les Ailes de Rauzan-Gassies Margaux 2015,2015,4.1,40,289,4.0,margaux,30.62,cabernet-sauvignon,45.031126361371925,-0.6690579596607694,15.439987593472612,33,33415001,42,1702.7,21.43870967741935,28.154838709677414,12.279032258064516,2.0,4.0,37.20000000000001,119.39999999999999,0.0,13.79,55.3,0.6436219739292365,4.030690488781446,0.8061380977562893,0.5188481937374627,0.4736221164960575,1,1
Château Potensac,Médoc 2015,2015,4.0,1459,23842,3.9,medoc,30.96,cabernet-sauvignon,45.26666999999998,-0.7833299999999995,5.819738971412956,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,55.3,0.6410850915835845,4.001625816665999,0.8003251633331997,0.5130765306321116,0.5130695611049225,1,1
Château Cantelys,Pessac-Léognan 2015,2015,4.0,98,1112,3.9,pessac-leognan,31.7,cabernet-sauvignon,44.80321000000003,-0.5943200000000016,2.0243113367757557,33,33550001,25,1860.2,22.380645161290325,28.89032258064516,11.95483870967742,4.0,6.0,34.0,71.5,0.0,14.29,55.3,0.635632183908046,4.009672131147541,0.8019344262295082,0.5097353306953081,0.5099874062209927,0,0
Château Croix Mouton,20 Mille 2015,2015,3.9,307,307,3.9,bordeaux-superieur,32.0,cabernet-sauvignon,44.837559984680006,-0.4981958329616381,8.141433008192857,33,33550001,25,1860.2,22.380645161290325,28.89032258064516,11.95483870967742,4.0,6.0,34.0,71.5,0.0,14.29,55.3,0.6334478808705613,3.942065776994987,0.7884131553989974,0.49941864253796736,0.5099874062209927,0,0
Château Jean Voisin,Saint-Émilion Grand Cru 2015,2015,4.1,386,2138,4.1,st-emilion-grand-cru,32.34,cabernet-sauvignon,44.924,0.1555,27.054704789804426,33,33394002,38,1733.8,21.925806451612903,28.950000000000003,13.343548387096773,5.0,4.0,38.599999999999994,79.70000000000002,0.0,13.896666666666668,55.3,0.6309904153354632,4.073285676848266,0.8146571353696531,0.5140408442028961,0.5040143909780761,1,1
Château Laroze,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,2015,4.1,537,7359,4.1,st-emilion-grand-cru,32.89,cabernet-sauvignon,44.924,0.1555,27.054704789804426,33,33394002,38,1733.8,21.925806451612903,28.950000000000003,13.343548387096773,5.0,4.0,38.599999999999994,79.70000000000002,0.0,13.896666666666668,55.3,0.6270552216804626,4.078935344629655,0.815787068925931,0.5115435413494045,0.5040143909780761,1,1
Domaine de La Garance,Les Armières 2015,2015,3.9,39,515,3.9,languedoc,33.0,shiraz-syrah,43.60057601202888,3.88270435561468,7.137451575692915,34,34154001,1,2178.8,24.853225806451608,30.049999999999997,10.233870967741936,6.0,3.0,86.69999999999999,94.9,0.0,14.27,55.3,0.6262740656851642,3.994258500303582,0.7988517000607164,0.5003001020765302,0.5504848490291702,0,0
Château Durfort-Vivens,Le Relais du Durfort-Vivens Margaux 2015,2015,4.0,702,4137,4.0,margaux,33.67,cabernet-sauvignon,45.031126361371925,-0.6690579596607694,15.439987593472612,33,33415001,42,1702.7,21.43870967741935,28.154838709677414,12.279032258064516,2.0,4.0,37.20000000000001,119.39999999999999,0.0,13.79,55.3,0.6215578284815106,4.003025979596785,0.800605195919357,0.4976224270466499,0.4736221164960575,1,1
Château Beauregard,Le Benjamin de Beauregard Pomerol 2015,2015,4.2,251,2469,4.0,pomerol,34.24,cabernet-sauvignon,44.9333645153018,-0.2052116998028527,2.209727180125513,33,33394002,38,1733.8,21.925806451612903,28.950000000000003,13.343548387096773,5.0,4.0,38.599999999999994,79.70000000000002,0.0,13.896666666666668,55.3,0.6176010721465267,4.1235042898728365,0.8247008579745673,0.5093361340852532,0.5040143909780761,1,1
Paul Jaboulet Aîné,Crozes-Hermitage Domaine de Thalabert 2015,2015,4.0,1501,15075,4.0,crozes-hermitage,34.5,shiraz-syrah,45.089649999999914,4.830120000000006,2.542811267892474,26,26380002,157,1990.2499999999998,24.50161290322581,32.25000000000001,14.588709677419354,20.0,1.0,104.0,330.5,0.0,13.623333333333333,55.3,0.6158129175946547,4.001585122804276,0.8003170245608551,0.4928455618954931,0.44020025698342846,1,1
Château Clerc Milon,Pastourelle de Clerc Milon Pauillac 2015,2015,4.2,447,3775,4.1,pauillac,34.95,cabernet-sauvignon,45.191720268700344,-0.7539020556638387,3.3852774348194976,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,55.3,0.6127423822714682,4.147531788566624,0.8295063577133248,0.5082737017345913,0.5130695611049225,0,0
Château de Malherbes,Grand Vin de Bordeaux 2015,2015,4.0,29,84,4.1,cadillac-cotes-de-bordeaux,35.0,cabernet-sauvignon,44.63333,-0.2666700000000001,10.983127626899737,33,33504001,65,1755.15,21.958064516129035,28.76774193548387,12.656451612903224,4.0,4.0,80.5,95.0,0.0,13.736666666666668,55.3,0.6124031007751938,4.012911825561037,0.8025823651122075,0.4915039290222046,0.5803846233339152,0,0
Le Soula,Rouge 2015,2015,4.0,38,1781,4.0,cotes-catalanes,35.0,shiraz-syrah,42.625,2.5,4.428144082308414,66,66074002,321,1688.5500000000002,22.050000000000008,29.383870967741935,14.603225806451615,1.0,2.0,40.3,88.5,4.0,12.670000000000003,55.3,0.6124031007751938,4.012371330537552,0.8024742661075104,0.49143772885653736,0.5166375671501527,0,0
Francois Villard,Crozes-Hermitage Les Malfondières 2015,2015,4.0,126,126,4.0,crozes-hermitage,35.0,shiraz-syrah,45.089649999999914,4.830120000000006,2.542811267892474,26,26380002,157,1990.2499999999998,24.50161290322581,32.25000000000001,14.588709677419354,20.0,1.0,104.0,330.5,0.0,13.623333333333333,55.3,0.6124031007751938,4.008778336850078,0.8017556673700156,0.4909976567614824,0.44020025698342846,1,1
Château Fayat,Pomerol 2015,2015,4.1,248,2773,4.0,pomerol,35.39,cabernet-sauvignon,44.9333645153018,-0.2052116998028527,2.209727180125513,33,33394002,38,1733.8,21.925806451612903,28.950000000000003,13.343548387096773,5.0,4.0,38.599999999999994,79.70000000000002,0.0,13.896666666666668,55.3,0.609769544602492,4.06461137897782,0.812922275795564,0.4956952459090824,0.5040143909780761,0,0
Domaine Françoise & Denis Clair,Clos Genet Santenay 2015,2015,4.0,67,515,3.9,santenay,36.0,pinot-noir,46.91470624472586,4.696211376851372,8.525960332126182,71,71464001,300,1427.35,21.54193548387097,28.95161290322581,13.982258064516131,12.0,4.0,50.8,162.99999999999997,0.0,11.603333333333333,55.3,0.6056955093099672,4.010900967481859,0.8021801934963719,0.48587694085815303,0.4048460143124267,1,1
Vignobles Meyre,Château Cap Léon Veyrin Listrac-Médoc 2015,2015,3.8,234,1847,3.8,listrac,36.13,cabernet-sauvignon,45.08332999999999,-0.83333,15.095559475726304,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,55.3,0.6048342994640707,3.892603007458817,0.7785206014917634,0.4708759626216177,0.5130695611049225,0,0
Château Bouscassé,Vieilles Vignes Madiran 2015,2015,4.0,220,3835,4.0,madiran,36.38,cabernet-sauvignon,43.57614716328285,-0.0464244720320663,21.61448189616417,32,32155001,141,1697.4,21.374074074074073,28.049999999999997,12.067741935483872,2.0,4.0,46.900000000000006,114.60000000000001,0.0,13.433333333333334,55.3,0.6031849912739964,4.006699838956106,0.8013399677912212,0.4833562414796523,0.5186676066200284,0,0
Canet-Valette,Maghani Saint-Chinian 2015,2015,4.0,766,766,4.0,saint-chinian,37.0,shiraz-syrah,43.43333,2.949999999999999,9.14978877790984,34,34269001,258,2045.9499999999998,23.753225806451614,30.401612903225804,12.469354838709679,5.0,3.0,33.7,66.60000000000001,0.0,13.666666666666668,55.3,0.5991332611050921,4.00282061088608,0.8005641221772161,0.47964459324377084,0.5617653728536881,0,0
Gayda,Chemin de Moscou 2015,2015,4.1,1078,10347,4.2,vin-de-pays-doc,37.5,shiraz-syrah,43.61193999999985,3.8772200000000017,8.088056969388958,34,34154001,1,2178.8,24.853225806451608,30.049999999999997,10.233870967741936,6.0,3.0,86.69999999999999,94.9,0.0,14.27,55.3,0.595905172413793,4.088015805629938,0.8176031611259876,0.48721395269684387,0.5504848490291702,0,0
Château de Camensac,Haut-Médoc (Grand Cru Classé) 2015,2015,3.9,1322,19990,3.9,haut-medoc,37.5,cabernet-sauvignon,45.19999999999997,-0.7666700000000025,2.0355402738402852,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,55.3,0.595905172413793,3.913582278896313,0.7827164557792626,0.4664247845322545,0.5130695611049225,0,0
Château Bouscaut,Pessac-Léognan (Grand Cru Classé de Graves) 2015,2015,4.2,780,7535,4.0,pessac-leognan,37.5,cabernet-sauvignon,44.80321000000003,-0.5943200000000016,2.0243113367757557,33,33550001,25,1860.2,22.380645161290325,28.89032258064516,11.95483870967742,4.0,6.0,34.0,71.5,0.0,14.29,55.3,0.595905172413793,4.165788752419617,0.8331577504839235,0.4964830129500104,0.5099874062209927,0,0
